sample_id,condition,batch,patient_id,timepoint,gene,count
S06,control,batch2,P036,T2,GENE_0071,18
S06,control,batch2,P036,T2,GENE_0347,23
S06,control,batch2,P036,T2,GENE_0350,4
S06,control,batch2,P036,T2,GENE_0033,10
S06,control,batch2,P036,T2,GENE_0021,5
S06,control,batch2,P036,T2,GENE_0437,21
S06,control,batch2,P036,T2,GENE_0037,20
S06,control,batch2,P036,T2,GENE_0452,11
S06,control,batch2,P036,T2,GENE_0492,60
S06,control,batch2,P036,T2,GENE_0423,3
S06,control,batch2,P036,T2,GENE_0001,3
S06,control,batch2,P036,T2,GENE_0309,14
S06,control,batch2,P036,T2,GENE_0317,36
S06,control,batch2,P036,T2,GENE_0044,68
S06,control,batch2,P036,T2,GENE_0209,5
S06,control,batch2,P036,T2,GENE_0228,45
S06,control,batch2,P036,T2,GENE_0030,12
S06,control,batch2,P036,T2,GENE_0058,19
S06,control,batch2,P036,T2,GENE_0164,14
S06,control,batch2,P036,T2,GENE_0022,29
S06,control,batch2,P036,T2,GENE_0038,3
S06,control,batch2,P036,T2,GENE_0372,54
S06,control,batch2,P036,T2,GENE_0100,64
S06,control,batch2,P036,T2,GENE_0119,2
S06,control,batch2,P036,T2,GENE_0146,12
S06,control,batch2,P036,T2,GENE_0148,10
S06,control,batch2,P036,T2,GENE_0322,12
S06,control,batch2,P036,T2,GENE_0389,7
S06,control,batch2,P036,T2,GENE_0390,4
S06,control,batch2,P036,T2,GENE_0420,10
S06,control,batch2,P036,T2,GENE_0066,49
S06,control,batch2,P036,T2,GENE_0279,33
S06,control,batch2,P036,T2,GENE_0090,6
S06,control,batch2,P036,T2,GENE_0129,23
S06,control,batch2,P036,T2,GENE_0205,0
S06,control,batch2,P036,T2,GENE_0125,47
S06,control,batch2,P036,T2,GENE_0453,1
S06,control,batch2,P036,T2,GENE_0473,2
S06,control,batch2,P036,T2,GENE_0367,1
S06,control,batch2,P036,T2,GENE_0304,6
S06,control,batch2,P036,T2,GENE_0122,36
S06,control,batch2,P036,T2,GENE_0032,7
S06,control,batch2,P036,T2,GENE_0208,12
S06,control,batch2,P036,T2,GENE_0012,15
S06,control,batch2,P036,T2,GENE_0335,12
S06,control,batch2,P036,T2,GENE_0321,12
S06,control,batch2,P036,T2,GENE_0360,5
S06,control,batch2,P036,T2,GENE_0111,34
S06,control,batch2,P036,T2,GENE_0079,11
S06,control,batch2,P036,T2,GENE_0373,6
S06,control,batch2,P036,T2,GENE_0144,6
S06,control,batch2,P036,T2,GENE_0155,36
S06,control,batch2,P036,T2,GENE_0196,42
S06,control,batch2,P036,T2,GENE_0302,14
S06,control,batch2,P036,T2,GENE_0254,7
S06,control,batch2,P036,T2,GENE_0461,12
S06,control,batch2,P036,T2,GENE_0454,91
S06,control,batch2,P036,T2,GENE_0237,28
S06,control,batch2,P036,T2,GENE_0383,8
S06,control,batch2,P036,T2,GENE_0206,25
S06,control,batch2,P036,T2,GENE_0355,6
S06,control,batch2,P036,T2,GENE_0320,5
S06,control,batch2,P036,T2,GENE_0183,9
S06,control,batch2,P036,T2,GENE_0188,10
S06,control,batch2,P036,T2,GENE_0230,9
S06,control,batch2,P036,T2,GENE_0378,29
S06,control,batch2,P036,T2,GENE_0406,13
S06,control,batch2,P036,T2,GENE_0213,15
S06,control,batch2,P036,T2,GENE_0008,15
S06,control,batch2,P036,T2,GENE_0293,26
S06,control,batch2,P036,T2,GENE_0496,3
S06,control,batch2,P036,T2,GENE_0348,26
S06,control,batch2,P036,T2,GENE_0104,15
S06,control,batch2,P036,T2,GENE_0313,34
S06,control,batch2,P036,T2,GENE_0081,0
S06,control,batch2,P036,T2,GENE_0289,135
S06,control,batch2,P036,T2,GENE_0212,8
S06,control,batch2,P036,T2,GENE_0476,25
S06,control,batch2,P036,T2,GENE_0359,2
S06,control,batch2,P036,T2,GENE_0068,27
S06,control,batch2,P036,T2,GENE_0399,4
S06,control,batch2,P036,T2,GENE_0216,8
S06,control,batch2,P036,T2,GENE_0305,67
S06,control,batch2,P036,T2,GENE_0048,16
S06,control,batch2,P036,T2,GENE_0366,9
S06,control,batch2,P036,T2,GENE_0112,19
S06,control,batch2,P036,T2,GENE_0133,21
S06,control,batch2,P036,T2,GENE_0005,25
S06,control,batch2,P036,T2,GENE_0169,12
S06,control,batch2,P036,T2,GENE_0495,144
S06,control,batch2,P036,T2,GENE_0200,11
S06,control,batch2,P036,T2,GENE_0445,20
S06,control,batch2,P036,T2,GENE_0248,34
S06,control,batch2,P036,T2,GENE_0264,42
S06,control,batch2,P036,T2,GENE_0351,34
S06,control,batch2,P036,T2,GENE_0137,26
S06,control,batch2,P036,T2,GENE_0274,9
S06,control,batch2,P036,T2,GENE_0120,67
S06,control,batch2,P036,T2,GENE_0152,4
S06,control,batch2,P036,T2,GENE_0250,14
S06,control,batch2,P036,T2,GENE_0326,5
S06,control,batch2,P036,T2,GENE_0386,10
S06,control,batch2,P036,T2,GENE_0052,19
S06,control,batch2,P036,T2,GENE_0398,22
S06,control,batch2,P036,T2,GENE_0365,15
S06,control,batch2,P036,T2,GENE_0281,44
S06,control,batch2,P036,T2,GENE_0440,24
S06,control,batch2,P036,T2,GENE_0202,8
S06,control,batch2,P036,T2,GENE_0134,33
S06,control,batch2,P036,T2,GENE_0027,27
S06,control,batch2,P036,T2,GENE_0460,5
S06,control,batch2,P036,T2,GENE_0247,24
S06,control,batch2,P036,T2,GENE_0231,37
S06,control,batch2,P036,T2,GENE_0061,14
S06,control,batch2,P036,T2,GENE_0286,57
S06,control,batch2,P036,T2,GENE_0162,9
S06,control,batch2,P036,T2,GENE_0270,8
S06,control,batch2,P036,T2,GENE_0157,12
S06,control,batch2,P036,T2,GENE_0315,11
S06,control,batch2,P036,T2,GENE_0062,2
S06,control,batch2,P036,T2,GENE_0244,1
S06,control,batch2,P036,T2,GENE_0123,82
S06,control,batch2,P036,T2,GENE_0470,1
S06,control,batch2,P036,T2,GENE_0462,2
S06,control,batch2,P036,T2,GENE_0284,2
S06,control,batch2,P036,T2,GENE_0025,5
S06,control,batch2,P036,T2,GENE_0221,2
S06,control,batch2,P036,T2,GENE_0189,91
S06,control,batch2,P036,T2,GENE_0334,28
S06,control,batch2,P036,T2,GENE_0000,0
S06,control,batch2,P036,T2,GENE_0259,100
S06,control,batch2,P036,T2,GENE_0117,35
S06,control,batch2,P036,T2,GENE_0480,12
S06,control,batch2,P036,T2,GENE_0010,1
S06,control,batch2,P036,T2,GENE_0099,161
S06,control,batch2,P036,T2,GENE_0449,2
S06,control,batch2,P036,T2,GENE_0149,4
S06,control,batch2,P036,T2,GENE_0165,29
S06,control,batch2,P036,T2,GENE_0262,128
S06,control,batch2,P036,T2,GENE_0407,68
S06,control,batch2,P036,T2,GENE_0388,17
S06,control,batch2,P036,T2,GENE_0443,22
S06,control,batch2,P036,T2,GENE_0127,23
S06,control,batch2,P036,T2,GENE_0055,29
S06,control,batch2,P036,T2,GENE_0363,16
S06,control,batch2,P036,T2,GENE_0455,12
S06,control,batch2,P036,T2,GENE_0145,10
S06,control,batch2,P036,T2,GENE_0346,1
S06,control,batch2,P036,T2,GENE_0436,14
S06,control,batch2,P036,T2,GENE_0168,2
S06,control,batch2,P036,T2,GENE_0288,15
S06,control,batch2,P036,T2,GENE_0252,3
S06,control,batch2,P036,T2,GENE_0142,5
S06,control,batch2,P036,T2,GENE_0089,5
S06,control,batch2,P036,T2,GENE_0051,37
S06,control,batch2,P036,T2,GENE_0413,39
S06,control,batch2,P036,T2,GENE_0177,3
S06,control,batch2,P036,T2,GENE_0240,6
S06,control,batch2,P036,T2,GENE_0478,39
S06,control,batch2,P036,T2,GENE_0186,5
S06,control,batch2,P036,T2,GENE_0088,10
S06,control,batch2,P036,T2,GENE_0439,15
S06,control,batch2,P036,T2,GENE_0344,2
S06,control,batch2,P036,T2,GENE_0007,15
S06,control,batch2,P036,T2,GENE_0411,2
S06,control,batch2,P036,T2,GENE_0105,8
S06,control,batch2,P036,T2,GENE_0429,10
S06,control,batch2,P036,T2,GENE_0256,1
S06,control,batch2,P036,T2,GENE_0394,14
S06,control,batch2,P036,T2,GENE_0140,8
S06,control,batch2,P036,T2,GENE_0203,23
S06,control,batch2,P036,T2,GENE_0098,12
S06,control,batch2,P036,T2,GENE_0376,40
S06,control,batch2,P036,T2,GENE_0064,12
S06,control,batch2,P036,T2,GENE_0497,15
S06,control,batch2,P036,T2,GENE_0481,9
S06,control,batch2,P036,T2,GENE_0498,10
S06,control,batch2,P036,T2,GENE_0215,23
S06,control,batch2,P036,T2,GENE_0431,9
S06,control,batch2,P036,T2,GENE_0017,9
S06,control,batch2,P036,T2,GENE_0491,4
S06,control,batch2,P036,T2,GENE_0235,3
S06,control,batch2,P036,T2,GENE_0368,51
S06,control,batch2,P036,T2,GENE_0173,6
S06,control,batch2,P036,T2,GENE_0009,9
S06,control,batch2,P036,T2,GENE_0311,6
S06,control,batch2,P036,T2,GENE_0412,28
S06,control,batch2,P036,T2,GENE_0257,10
S06,control,batch2,P036,T2,GENE_0006,55
S06,control,batch2,P036,T2,GENE_0357,4
S06,control,batch2,P036,T2,GENE_0094,10
S06,control,batch2,P036,T2,GENE_0199,7
S06,control,batch2,P036,T2,GENE_0156,85
S06,control,batch2,P036,T2,GENE_0396,4
S06,control,batch2,P036,T2,GENE_0014,22
S06,control,batch2,P036,T2,GENE_0392,25
S06,control,batch2,P036,T2,GENE_0263,18
S06,control,batch2,P036,T2,GENE_0325,7
S06,control,batch2,P036,T2,GENE_0056,17
S06,control,batch2,P036,T2,GENE_0139,14
S06,control,batch2,P036,T2,GENE_0330,23
S06,control,batch2,P036,T2,GENE_0131,59
S06,control,batch2,P036,T2,GENE_0451,95
S06,control,batch2,P036,T2,GENE_0332,6
S06,control,batch2,P036,T2,GENE_0083,3
S06,control,batch2,P036,T2,GENE_0494,9
S06,control,batch2,P036,T2,GENE_0425,125
S06,control,batch2,P036,T2,GENE_0041,5
S06,control,batch2,P036,T2,GENE_0220,62
S06,control,batch2,P036,T2,GENE_0211,84
S06,control,batch2,P036,T2,GENE_0176,6
S06,control,batch2,P036,T2,GENE_0418,23
S06,control,batch2,P036,T2,GENE_0345,67
S06,control,batch2,P036,T2,GENE_0193,8
S06,control,batch2,P036,T2,GENE_0472,14
S06,control,batch2,P036,T2,GENE_0393,13
S06,control,batch2,P036,T2,GENE_0106,1
S06,control,batch2,P036,T2,GENE_0121,9
S06,control,batch2,P036,T2,GENE_0050,5
S06,control,batch2,P036,T2,GENE_0024,10
S06,control,batch2,P036,T2,GENE_0073,5
S06,control,batch2,P036,T2,GENE_0266,13
S06,control,batch2,P036,T2,GENE_0184,3
S06,control,batch2,P036,T2,GENE_0124,25
S06,control,batch2,P036,T2,GENE_0016,17
S06,control,batch2,P036,T2,GENE_0214,2
S06,control,batch2,P036,T2,GENE_0379,17
S06,control,batch2,P036,T2,GENE_0082,47
S06,control,batch2,P036,T2,GENE_0002,4
S06,control,batch2,P036,T2,GENE_0369,57
S06,control,batch2,P036,T2,GENE_0047,9
S06,control,batch2,P036,T2,GENE_0338,6
S06,control,batch2,P036,T2,GENE_0243,12
S06,control,batch2,P036,T2,GENE_0180,14
S06,control,batch2,P036,T2,GENE_0422,10
S06,control,batch2,P036,T2,GENE_0223,28
S06,control,batch2,P036,T2,GENE_0197,7
S06,control,batch2,P036,T2,GENE_0342,18
S06,control,batch2,P036,T2,GENE_0013,1
S06,control,batch2,P036,T2,GENE_0434,14
S06,control,batch2,P036,T2,GENE_0273,2
S06,control,batch2,P036,T2,GENE_0227,7
S06,control,batch2,P036,T2,GENE_0078,44
S06,control,batch2,P036,T2,GENE_0362,48
S06,control,batch2,P036,T2,GENE_0380,24
S06,control,batch2,P036,T2,GENE_0271,2
S06,control,batch2,P036,T2,GENE_0115,7
S06,control,batch2,P036,T2,GENE_0441,47
S06,control,batch2,P036,T2,GENE_0459,10
S06,control,batch2,P036,T2,GENE_0077,165
S06,control,batch2,P036,T2,GENE_0011,9
S06,control,batch2,P036,T2,GENE_0063,18
S06,control,batch2,P036,T2,GENE_0493,7
S06,control,batch2,P036,T2,GENE_0226,13
S06,control,batch2,P036,T2,GENE_0060,20
S06,control,batch2,P036,T2,GENE_0181,27
S06,control,batch2,P036,T2,GENE_0261,24
S06,control,batch2,P036,T2,GENE_0040,8
S06,control,batch2,P036,T2,GENE_0294,3
S06,control,batch2,P036,T2,GENE_0092,1
S06,control,batch2,P036,T2,GENE_0410,20
S06,control,batch2,P036,T2,GENE_0485,3
S06,control,batch2,P036,T2,GENE_0255,2
S06,control,batch2,P036,T2,GENE_0192,15
S06,control,batch2,P036,T2,GENE_0377,159
S06,control,batch2,P036,T2,GENE_0042,8
S06,control,batch2,P036,T2,GENE_0486,30
S06,control,batch2,P036,T2,GENE_0290,13
S06,control,batch2,P036,T2,GENE_0421,10
S06,control,batch2,P036,T2,GENE_0295,38
S06,control,batch2,P036,T2,GENE_0154,11
S06,control,batch2,P036,T2,GENE_0072,18
S06,control,batch2,P036,T2,GENE_0438,15
S06,control,batch2,P036,T2,GENE_0287,4
S06,control,batch2,P036,T2,GENE_0384,38
S06,control,batch2,P036,T2,GENE_0414,5
S06,control,batch2,P036,T2,GENE_0195,10
S06,control,batch2,P036,T2,GENE_0103,22
S06,control,batch2,P036,T2,GENE_0185,7
S06,control,batch2,P036,T2,GENE_0171,11
S06,control,batch2,P036,T2,GENE_0364,11
S06,control,batch2,P036,T2,GENE_0458,30
S06,control,batch2,P036,T2,GENE_0479,21
S06,control,batch2,P036,T2,GENE_0352,7
S06,control,batch2,P036,T2,GENE_0303,30
S06,control,batch2,P036,T2,GENE_0034,65
S06,control,batch2,P036,T2,GENE_0150,25
S06,control,batch2,P036,T2,GENE_0015,16
S06,control,batch2,P036,T2,GENE_0035,4
S06,control,batch2,P036,T2,GENE_0339,5
S06,control,batch2,P036,T2,GENE_0182,7
S06,control,batch2,P036,T2,GENE_0175,6
S06,control,batch2,P036,T2,GENE_0467,13
S06,control,batch2,P036,T2,GENE_0314,13
S06,control,batch2,P036,T2,GENE_0132,36
S06,control,batch2,P036,T2,GENE_0107,14
S06,control,batch2,P036,T2,GENE_0019,22
S06,control,batch2,P036,T2,GENE_0403,10
S06,control,batch2,P036,T2,GENE_0484,1
S06,control,batch2,P036,T2,GENE_0483,3
S06,control,batch2,P036,T2,GENE_0219,10
S06,control,batch2,P036,T2,GENE_0471,5
S06,control,batch2,P036,T2,GENE_0057,10
S06,control,batch2,P036,T2,GENE_0170,51
S06,control,batch2,P036,T2,GENE_0218,29
S06,control,batch2,P036,T2,GENE_0430,10
S06,control,batch2,P036,T2,GENE_0065,46
S06,control,batch2,P036,T2,GENE_0337,7
S06,control,batch2,P036,T2,GENE_0301,11
S06,control,batch2,P036,T2,GENE_0336,6
S06,control,batch2,P036,T2,GENE_0277,6
S06,control,batch2,P036,T2,GENE_0191,3
S06,control,batch2,P036,T2,GENE_0003,16
S06,control,batch2,P036,T2,GENE_0474,7
S06,control,batch2,P036,T2,GENE_0084,11
S06,control,batch2,P036,T2,GENE_0085,12
S06,control,batch2,P036,T2,GENE_0190,43
S06,control,batch2,P036,T2,GENE_0194,16
S06,control,batch2,P036,T2,GENE_0432,2
S06,control,batch2,P036,T2,GENE_0167,2
S06,control,batch2,P036,T2,GENE_0108,26
S06,control,batch2,P036,T2,GENE_0080,4
S06,control,batch2,P036,T2,GENE_0267,9
S06,control,batch2,P036,T2,GENE_0102,6
S06,control,batch2,P036,T2,GENE_0225,2
S06,control,batch2,P036,T2,GENE_0444,28
S06,control,batch2,P036,T2,GENE_0116,15
S06,control,batch2,P036,T2,GENE_0296,11
S06,control,batch2,P036,T2,GENE_0323,1
S06,control,batch2,P036,T2,GENE_0143,5
S06,control,batch2,P036,T2,GENE_0489,25
S06,control,batch2,P036,T2,GENE_0307,1
S06,control,batch2,P036,T2,GENE_0031,17
S06,control,batch2,P036,T2,GENE_0285,7
S06,control,batch2,P036,T2,GENE_0419,35
S06,control,batch2,P036,T2,GENE_0487,6
S06,control,batch2,P036,T2,GENE_0395,5
S06,control,batch2,P036,T2,GENE_0053,44
S06,control,batch2,P036,T2,GENE_0234,9
S06,control,batch2,P036,T2,GENE_0097,7
S06,control,batch2,P036,T2,GENE_0222,8
S06,control,batch2,P036,T2,GENE_0464,5
S06,control,batch2,P036,T2,GENE_0387,7
S06,control,batch2,P036,T2,GENE_0374,11
S06,control,batch2,P036,T2,GENE_0158,55
S06,control,batch2,P036,T2,GENE_0118,1
S06,control,batch2,P036,T2,GENE_0268,2
S06,control,batch2,P036,T2,GENE_0275,82
S06,control,batch2,P036,T2,GENE_0067,12
S06,control,batch2,P036,T2,GENE_0358,6
S06,control,batch2,P036,T2,GENE_0260,42
S06,control,batch2,P036,T2,GENE_0026,1
S06,control,batch2,P036,T2,GENE_0381,86
S06,control,batch2,P036,T2,GENE_0095,27
S06,control,batch2,P036,T2,GENE_0456,4
S06,control,batch2,P036,T2,GENE_0463,90
S06,control,batch2,P036,T2,GENE_0468,3
S06,control,batch2,P036,T2,GENE_0448,33
S06,control,batch2,P036,T2,GENE_0401,21
S06,control,batch2,P036,T2,GENE_0242,35
S06,control,batch2,P036,T2,GENE_0114,70
S06,control,batch2,P036,T2,GENE_0331,19
S06,control,batch2,P036,T2,GENE_0469,3
S06,control,batch2,P036,T2,GENE_0324,8
S06,control,batch2,P036,T2,GENE_0045,9
S06,control,batch2,P036,T2,GENE_0074,89
S06,control,batch2,P036,T2,GENE_0354,11
S06,control,batch2,P036,T2,GENE_0397,6
S06,control,batch2,P036,T2,GENE_0328,15
S06,control,batch2,P036,T2,GENE_0136,0
S06,control,batch2,P036,T2,GENE_0224,5
S06,control,batch2,P036,T2,GENE_0391,45
S06,control,batch2,P036,T2,GENE_0076,6
S06,control,batch2,P036,T2,GENE_0361,3
S06,control,batch2,P036,T2,GENE_0405,16
S06,control,batch2,P036,T2,GENE_0329,45
S06,control,batch2,P036,T2,GENE_0428,15
S06,control,batch2,P036,T2,GENE_0280,22
S06,control,batch2,P036,T2,GENE_0402,5
S06,control,batch2,P036,T2,GENE_0246,1
S06,control,batch2,P036,T2,GENE_0327,71
S06,control,batch2,P036,T2,GENE_0087,8
S06,control,batch2,P036,T2,GENE_0229,12
S06,control,batch2,P036,T2,GENE_0258,40
S06,control,batch2,P036,T2,GENE_0187,19
S06,control,batch2,P036,T2,GENE_0141,19
S06,control,batch2,P036,T2,GENE_0488,66
S06,control,batch2,P036,T2,GENE_0450,8
S06,control,batch2,P036,T2,GENE_0020,26
S06,control,batch2,P036,T2,GENE_0426,7
S06,control,batch2,P036,T2,GENE_0251,15
S06,control,batch2,P036,T2,GENE_0238,76
S06,control,batch2,P036,T2,GENE_0023,22
S06,control,batch2,P036,T2,GENE_0371,28
S06,control,batch2,P036,T2,GENE_0299,33
S06,control,batch2,P036,T2,GENE_0300,5
S06,control,batch2,P036,T2,GENE_0036,2
S06,control,batch2,P036,T2,GENE_0499,1
S06,control,batch2,P036,T2,GENE_0283,0
S06,control,batch2,P036,T2,GENE_0382,122
S06,control,batch2,P036,T2,GENE_0179,5
S06,control,batch2,P036,T2,GENE_0113,10
S06,control,batch2,P036,T2,GENE_0482,7
S06,control,batch2,P036,T2,GENE_0446,18
S06,control,batch2,P036,T2,GENE_0178,21
S06,control,batch2,P036,T2,GENE_0375,25
S06,control,batch2,P036,T2,GENE_0069,8
S06,control,batch2,P036,T2,GENE_0404,14
S06,control,batch2,P036,T2,GENE_0163,15
S06,control,batch2,P036,T2,GENE_0442,8
S06,control,batch2,P036,T2,GENE_0409,98
S06,control,batch2,P036,T2,GENE_0046,13
S06,control,batch2,P036,T2,GENE_0465,18
S06,control,batch2,P036,T2,GENE_0161,40
S06,control,batch2,P036,T2,GENE_0291,61
S06,control,batch2,P036,T2,GENE_0424,21
S06,control,batch2,P036,T2,GENE_0128,2
S06,control,batch2,P036,T2,GENE_0408,24
S06,control,batch2,P036,T2,GENE_0135,6
S06,control,batch2,P036,T2,GENE_0236,1
S06,control,batch2,P036,T2,GENE_0043,31
S06,control,batch2,P036,T2,GENE_0174,46
S06,control,batch2,P036,T2,GENE_0138,20
S06,control,batch2,P036,T2,GENE_0166,22
S06,control,batch2,P036,T2,GENE_0400,50
S06,control,batch2,P036,T2,GENE_0415,14
S06,control,batch2,P036,T2,GENE_0272,200
S06,control,batch2,P036,T2,GENE_0204,28
S06,control,batch2,P036,T2,GENE_0210,2
S06,control,batch2,P036,T2,GENE_0353,20
S06,control,batch2,P036,T2,GENE_0312,15
S06,control,batch2,P036,T2,GENE_0198,69
S06,control,batch2,P036,T2,GENE_0096,25
S06,control,batch2,P036,T2,GENE_0093,8
S06,control,batch2,P036,T2,GENE_0101,4
S06,control,batch2,P036,T2,GENE_0269,7
S06,control,batch2,P036,T2,GENE_0447,3
S06,control,batch2,P036,T2,GENE_0059,10
S06,control,batch2,P036,T2,GENE_0297,17
S06,control,batch2,P036,T2,GENE_0153,48
S06,control,batch2,P036,T2,GENE_0490,19
S06,control,batch2,P036,T2,GENE_0433,5
S06,control,batch2,P036,T2,GENE_0109,19
S06,control,batch2,P036,T2,GENE_0110,56
S06,control,batch2,P036,T2,GENE_0340,4
S06,control,batch2,P036,T2,GENE_0039,18
S06,control,batch2,P036,T2,GENE_0147,17
S06,control,batch2,P036,T2,GENE_0466,8
S06,control,batch2,P036,T2,GENE_0151,34
S06,control,batch2,P036,T2,GENE_0292,5
S06,control,batch2,P036,T2,GENE_0416,11
S06,control,batch2,P036,T2,GENE_0435,9
S06,control,batch2,P036,T2,GENE_0308,7
S06,control,batch2,P036,T2,GENE_0159,37
S06,control,batch2,P036,T2,GENE_0253,5
S06,control,batch2,P036,T2,GENE_0341,78
S06,control,batch2,P036,T2,GENE_0457,7
S06,control,batch2,P036,T2,GENE_0333,17
S06,control,batch2,P036,T2,GENE_0316,29
S06,control,batch2,P036,T2,GENE_0028,2
S06,control,batch2,P036,T2,GENE_0319,0
S06,control,batch2,P036,T2,GENE_0278,1
S06,control,batch2,P036,T2,GENE_0370,47
S06,control,batch2,P036,T2,GENE_0217,5
S06,control,batch2,P036,T2,GENE_0091,175
S06,control,batch2,P036,T2,GENE_0086,1
S06,control,batch2,P036,T2,GENE_0343,10
S07,treated,batch1,P009,T1,GENE_0356,6
S07,treated,batch1,P009,T1,GENE_0233,13
S07,treated,batch1,P009,T1,GENE_0232,61
S07,treated,batch1,P009,T1,GENE_0160,19
S07,treated,batch1,P009,T1,GENE_0049,6
S07,treated,batch1,P009,T1,GENE_0245,38
S07,treated,batch1,P009,T1,GENE_0130,44
S07,treated,batch1,P009,T1,GENE_0477,19
S07,treated,batch1,P009,T1,GENE_0054,16
S07,treated,batch1,P009,T1,GENE_0427,21
S07,treated,batch1,P009,T1,GENE_0349,24
S07,treated,batch1,P009,T1,GENE_0018,23
S07,treated,batch1,P009,T1,GENE_0207,21
S07,treated,batch1,P009,T1,GENE_0282,30
S07,treated,batch1,P009,T1,GENE_0298,27
S07,treated,batch1,P009,T1,GENE_0004,7
S07,treated,batch1,P009,T1,GENE_0241,46
S07,treated,batch1,P009,T1,GENE_0265,9
S07,treated,batch1,P009,T1,GENE_0249,117
S07,treated,batch1,P009,T1,GENE_0126,5
S07,treated,batch1,P009,T1,GENE_0385,64
S07,treated,batch1,P009,T1,GENE_0310,12
S07,treated,batch1,P009,T1,GENE_0276,8
S07,treated,batch1,P009,T1,GENE_0070,6
S07,treated,batch1,P009,T1,GENE_0306,5
S07,treated,batch1,P009,T1,GENE_0201,34
S07,treated,batch1,P009,T1,GENE_0075,21
S07,treated,batch1,P009,T1,GENE_0239,5
S07,treated,batch1,P009,T1,GENE_0172,28
S07,treated,batch1,P009,T1,GENE_0417,64
S07,treated,batch1,P009,T1,GENE_0318,63
S07,treated,batch1,P009,T1,GENE_0029,20
S07,treated,batch1,P009,T1,GENE_0475,9
S07,treated,batch1,P009,T1,GENE_0071,20
S07,treated,batch1,P009,T1,GENE_0347,32
S07,treated,batch1,P009,T1,GENE_0350,4
S07,treated,batch1,P009,T1,GENE_0033,11
S07,treated,batch1,P009,T1,GENE_0021,2
S07,treated,batch1,P009,T1,GENE_0437,23
S07,treated,batch1,P009,T1,GENE_0037,25
S07,treated,batch1,P009,T1,GENE_0452,8
S07,treated,batch1,P009,T1,GENE_0492,72
S07,treated,batch1,P009,T1,GENE_0423,5
S07,treated,batch1,P009,T1,GENE_0001,0
S07,treated,batch1,P009,T1,GENE_0309,11
S07,treated,batch1,P009,T1,GENE_0317,22
S07,treated,batch1,P009,T1,GENE_0044,68
S07,treated,batch1,P009,T1,GENE_0209,9
S07,treated,batch1,P009,T1,GENE_0228,33
S07,treated,batch1,P009,T1,GENE_0030,13
S07,treated,batch1,P009,T1,GENE_0058,12
S07,treated,batch1,P009,T1,GENE_0164,24
S07,treated,batch1,P009,T1,GENE_0022,25
S07,treated,batch1,P009,T1,GENE_0038,8
S07,treated,batch1,P009,T1,GENE_0372,56
S07,treated,batch1,P009,T1,GENE_0100,79
S07,treated,batch1,P009,T1,GENE_0119,11
S07,treated,batch1,P009,T1,GENE_0146,17
S07,treated,batch1,P009,T1,GENE_0148,25
S07,treated,batch1,P009,T1,GENE_0322,12
S07,treated,batch1,P009,T1,GENE_0389,6
S07,treated,batch1,P009,T1,GENE_0390,3
S07,treated,batch1,P009,T1,GENE_0420,15
S07,treated,batch1,P009,T1,GENE_0066,47
S07,treated,batch1,P009,T1,GENE_0279,14
S07,treated,batch1,P009,T1,GENE_0090,10
S07,treated,batch1,P009,T1,GENE_0129,23
S07,treated,batch1,P009,T1,GENE_0205,1
S07,treated,batch1,P009,T1,GENE_0125,60
S07,treated,batch1,P009,T1,GENE_0453,3
S07,treated,batch1,P009,T1,GENE_0473,11
S07,treated,batch1,P009,T1,GENE_0367,4
S07,treated,batch1,P009,T1,GENE_0304,3
S07,treated,batch1,P009,T1,GENE_0122,31
S07,treated,batch1,P009,T1,GENE_0032,9
S07,treated,batch1,P009,T1,GENE_0208,16
S07,treated,batch1,P009,T1,GENE_0012,4
S07,treated,batch1,P009,T1,GENE_0335,25
S07,treated,batch1,P009,T1,GENE_0321,14
S07,treated,batch1,P009,T1,GENE_0360,5
S07,treated,batch1,P009,T1,GENE_0111,31
S07,treated,batch1,P009,T1,GENE_0079,4
S07,treated,batch1,P009,T1,GENE_0373,2
S07,treated,batch1,P009,T1,GENE_0144,4
S07,treated,batch1,P009,T1,GENE_0155,90
S07,treated,batch1,P009,T1,GENE_0196,32
S07,treated,batch1,P009,T1,GENE_0302,14
S07,treated,batch1,P009,T1,GENE_0254,10
S07,treated,batch1,P009,T1,GENE_0461,7
S07,treated,batch1,P009,T1,GENE_0454,94
S07,treated,batch1,P009,T1,GENE_0237,21
S07,treated,batch1,P009,T1,GENE_0383,21
S07,treated,batch1,P009,T1,GENE_0206,39
S07,treated,batch1,P009,T1,GENE_0355,19
S07,treated,batch1,P009,T1,GENE_0320,12
S07,treated,batch1,P009,T1,GENE_0183,9
S07,treated,batch1,P009,T1,GENE_0188,9
S07,treated,batch1,P009,T1,GENE_0230,12
S07,treated,batch1,P009,T1,GENE_0378,24
S07,treated,batch1,P009,T1,GENE_0406,13
S07,treated,batch1,P009,T1,GENE_0213,20
S07,treated,batch1,P009,T1,GENE_0008,10
S07,treated,batch1,P009,T1,GENE_0293,11
S07,treated,batch1,P009,T1,GENE_0496,1
S07,treated,batch1,P009,T1,GENE_0348,35
S07,treated,batch1,P009,T1,GENE_0104,28
S07,treated,batch1,P009,T1,GENE_0313,23
S07,treated,batch1,P009,T1,GENE_0081,2
S07,treated,batch1,P009,T1,GENE_0289,93
S07,treated,batch1,P009,T1,GENE_0212,14
